id,codigo,nome_empresa,cidade,bairro,estado,texto,telefones,atividades
202749,5813,PRONTOCLINICA DE OLHOS LTDA,Natal,Tirol,RN,"<p>Disp&otilde;e de atendimento clinico em oftalmologia, todos os tipos de exames oftalmol&oacute;gicos com Aparelhagem especializada (analise de fibra nervosa; angiografia com Indocianin</p>
","(84) 30922000, (84) 0842115888, (84) 0842115888",ClÃ­nica
201074,4276,BF CUNHA COMERCIO E IND. LTDA ME,Natal,Lagoa Nova,RN,"DispÃµe de massas em geral, frios, produtos do sertÃ£o.
Padaria de conveniÃªncia.
",(84) 3206-5566,Self service
209789,12661,JOAO LUIZ CANDIDO MAIA,Natal,Lagoa Nova,RN,"** DISPOMO DE CORTE DE CABELO, ESCOVA, QUÃMICA EM GERAL, MANICURE EM GERAL.


** FORMA DE PAGAMENTO: A VISTA, CHEQUE P/ 15 DIAS.","(84) 32237076, (84) 2237076, (84) 2237076",SalÃ£o de beleza
216087,18662,TÃ¢nia Maria da Silva Gama,Natal,Nova Parnamirim,RN,"Unha decorada, estÃ©tica geral, mega hair feito com queratina e fio de silicone, corte unisex, coloraÃ§Ã£o em geral, maquiagem.

Forma de pagamento: Ã¡ vista.","(84) 3208-6278, (84) 9604-7391",SalÃ£o de beleza
210908,13690,SANDRA KARINA,Natal,PetrÃ³polis,RN,"TRABALHA COM CORTE, ESCOVA, HIDRATACAO, CAUTERIZACAO, MECHAS E QUIMICAS EM GERAL. DEPILACAO, MANICURE E PEDICURE, MEGA-HAIR (COM NOVAS TÃCNICAS COM GRAMPOS), MASSAGEM ESTETICA COM A LINHA ADCOS, PENTEADOS E MAQUIAGEM. VENDEMOS OS PRODUTOS DAS SEGUINTES LI","(84) 32121119, (84) (84) 212-1119, (84)",SalÃ£o de beleza
239727,21599,Silverio e Silverio LTDA,Parnamirim,Nova Parnamirim,RN,"petiscaria  ,serviÃ§o de espetinho  ,pasteis  ,caldos  ,restaurante caldo  ,petiscos  ,bebida  ,jogos da serie a b e c  ,",(84) 3208-4793,"Bebida, Petiscos, Bar, Bebidas"
239896,21712,Maria das VitÃ³rias de Lima,Natal,Felipe CamarÃ£o,RN,"<p>restaurante ,pizzaria ,sandu&iacute;ches ,suco natural ,vitamina ,pasteis ,</p>
","(84) 3605-5629, (84) 8709-7209","Restaurante, Suco, Sucos, Asinha, Restaurants"
238671,20831,Aritana Justino Pereira,Parnamirim,Nova Parnamirim,RN,"Sanduiches, petiscos, milk-shakes, sobremesas, aÃ§aÃ­, salgados e bebidas ","(84) 2010-8383	, (84) 4103-1818","Bebida, Petiscos, Entrega em domicÃ­lio, Bebidas"
219186,400145,MARIA CARLINDA DE FEITOSA VASCONCELOS ME,JoÃ£o Pessoa,Cabo Branco,PB,"Temakeria, temakis variados.

Forma de pagamento: Ã¡ vista, visa, master, hiper, dinners",(83) 32478000,Bar e restaurante
218760,200669,ALZIRA MARIA NICOLODELLI,Recife,Imbiribeira,PE,"    ComÃ©rcio de peÃ§as para veÃ­culos importados em geral.

    Aceitamos pagamentos nos cartÃµes MASTER e DINERS e cheque.
   Descontos para pagamentos Ã  vista a combinar.","(81) 30882160, (84) , (84)","Auto peÃ§as, Vendas de peÃ§as"
213089,15763,MANOEL JULIÃO ME,Natal,Lagoa Nova,RN,"Lanchonete 24h.
Todos os tipos de sanduÃ­ches e lanches.

Forma de pagamento: Aceita cheques.",(84) 32311989,Lanchonete
238388,20685,Comercial Cabugi ComÃ©rcio Varejista de Material de ConstruÃ§Ã£o LTDA,Natal,Lagoa Nova,RN,"<p>Tintas, material hidr&aacute;ulico, material el&eacute;trico, ferragens, ferramentas, l&acirc;mpadas, mangueiras, cordas, fios e cabos, tubos e conex&otilde;es, acess&oacute;rios para quadros el&eacute;tricos, argamassas, rejunte, acess&oacute;rios para banheiros, fechaduras, cadeados, acess&oacute;rios para</p>
","(84) 2010-0129      , (84) 3091-1680",Material de construÃ§Ã£o
200708,3936,Trokauto PeÃ§as e ServiÃ§os LTDA,Natal,Lagoa Nova,RN,"<p>Trabalhamos c/ pe&ccedil;as e servi&ccedil;os p/ suspens&atilde;o, freio, scapamento, Motor, carbura&ccedil;&atilde;o e a parte el&eacute;trica. Dispomos tamb&eacute;m de inje&ccedil;&atilde;o Eletr&ocirc;nica e baterias p/ autom&oacute;veis e caminh&otilde;es (baterias moura) e pneus da marca michelin Forma de pagamento: cart&otilde;es</p>
","(84) 36151040, (84) 0842231500, (84) 0842231500","Auto peÃ§as, Oficina, Vendas de peÃ§as"
213465,16122,LECYANE BELMONT XAVIER DAMASCENO ME,Natal,Lagoa Nova,RN,"Restaurante self-service com cozinha variada.

Forma de Pagamento: Aceita todos os cartÃµes.",(84) 32064736,"Bar e restaurante, Self service, Restaurante, Asinha, Restaurants"
208851,11740,MARIZA DE MORAIS BARRETO- ME,Natal,Lagoa Nova,RN,"*** SALAO DE BELEZA E ESTETICA CORPORAL DISPOE DE: CORTE, LAVAGEM, SECAGEM, ESCOVA, APLICAÃÃO, BANHO DE LUA, HAIR LIFE, MECHAS, ROLINHOS, BABY LISE, TINTURA, APLIQUE, TOPETE, TOUCA, BALAYAGEM, RELAXAMENTO, MAQUIAGEM, MASSAGEM, MANICURE E PEDICURE, MANICUR","(84)  2318285, (84) , (84)",SalÃ£o de beleza
219219,400172,MARIA DO SOCORRO GOMES FREITAS,JoÃ£o Pessoa,Centro,PB,"Self service, restaurante, self service sem balanÃ§a e com balanÃ§a.

Forma de pagamento: Ã¡ vista, visa, master, hiper, dinners e vale VR",(83) 32411122,"Self service, Restaurante, Asinha, Restaurants"
218546,200412,BABETTE COMERCIO DE ALIMENTOS LTDA,Recife,GraÃ§as,PE,"KIT FESTA , SELF-SERVICE , TRABALHAMOS COM ENTREGAS DE ALMOÃO APARTIR DE R$ 6,90. COOFE BRACK , EVENTOS , BUFFET , DOCES , SALGADOS , TORTAS. ACEITAMOS CARTÃES HIPER , VISA , MASTER , DINNERS , AMERICAN. E CHEQUE PRE DATADO.","(81) 34279616, (84) , (84)",Self service
210233,13051,WAGNER ALVES DE MEDEIROS ME,Natal,Lagoa Nova,RN,"***TRABALHA COMO BAR E RESTAURANTE E LANCHONETE.
***FORMA DE PAGAMENTO: CARTOES A COMBINAR, CHEQUE A COMBINAR, A VISTA.","(84) 32316571, (84) 2316571, (84) 2316571","Bar e restaurante, Lanchonete"
197891,1451,JOSE EDUARDO DIOGO,Natal,Nova Parnamirim,RN,"**TRABALHA APENAS COM SERVICO DE ENTREGA NO DOMICILIO DE FRANGO,
CHURRASCO, PICANHA, QUENTINHAS E MARMITAS. **FORMA DE PAGAMENTO: CHEQUE Ã¬
PRE-DATADO PARA 30 DIAS, CARTAO: VISA E AMERICAN EXPRESS, CONVENIO: DATA Ã¬
CLUB., ASFARN E OUTROS.
     **OBS: S","(84)  2085643, (84) 0842085643, (84) 0842085643",Delivery
213742,16389,Weidson Gomes Barbosa,Natal,Lagoa Nova,RN,"Carro-chefe: Caranguejo, goiamun, patota, caldo de ostra, caldo camarÃ£o. Serve tambÃ©m pratos a la carte ; fruto-do-mar/peixe/carne (frango).
Forma de pagamento: A vista, cartÃµes Visa, Hiper, Master, Rede Shop.",(84) 32346327,"Bar e restaurante, Restaurante, Asinha, Restaurants"
213086,15760,JoÃ£o Marinho Pereira Pessoa,Natal,Dix Sept Rosado,RN,"<p>Acess&oacute;rios automotivos, bateria, &oacute;leo automotivo, pe&ccedil;a auto el&eacute;trica, farol, pe&ccedil;a geral automotiva, pe&ccedil;a lataria, para-choque, pe&ccedil;as Fiat, Ford, Volksvagen, GM.</p>
",(84) 3213-7134,"Auto peÃ§as, Vendas de peÃ§as"
209922,12752,DARLENE PAULINO DA SILVA,Natal,Ribeira,RN,"** SALAO DE BELEZA TRABALHA COM QUIMICA EM GERAL, DEPILACAO, MAQUIAGEM, ESCOVA , CORTES (MASCULINO E FEMININO ), BANHO DE LUA, BANHO DE NOIVA, ARRUMACAO DE NOIVA, MEGA HAIR, MANICURE E PEDICURE E CAUTERIZACAO.
** FORMA DE PAGAMENTO: A COMBINAR.
","(84) 32225198, (84) , (84)",SalÃ£o de beleza
212076,14811,HF DE CASTRO LANCHES,Natal,Pirangi,RN,"DispÃµe de todos os tipos de sanduiches, pizzas, espetinho, petiscos (filÃ© com fritas, Frango a passarinha)
RefeiÃ§Ãµes, filÃ© a parmegiana e lazanha
bebidas: cerveja, refrigerante, sucos

entregamos em domicilio em toda zona sul

Forma de pagamento:
a","(84) 32173860, (84) , (84)","Lanchonete, Bebida, Restaurante, Bebidas, Asinha, Restaurants"
216407,18982,ARLINDO JOSÃ HEYSE SILVEIRA ME,Natal,Tirol,RN,"Risotos, bruschettas, petiscos, saladas, carnes, aves, frutos do mar, paella, carta vinho, restaurante, risoteria.

Forma de pagamento: Ã  vista, visa, master, visa vale.",(84) 4141-2930,"Bar e restaurante, Petiscos, Restaurante, Asinha, Restaurants"
239388,21314,Deives Robison Urbano Martins,Parnamirim,Nova Parnamirim,RN,"AÃ§aÃ­, lasanha, cachorro quente, disk entrega em raio de 3 km, taxa de entrega 2,00","(84) 3302-3200, (84) 9841-5285, (84) 8825-5871","Lanchonete, Entrega em domicÃ­lio"
211176,13941,G de Souza Neto ME,Natal,Mirassol,RN,"<p>Lanchonete, Vitamina, Pastelaria, Sanduicheira, A&ccedil;a&iacute;, Pasteis, Suco Natural, Lasanha, File Parmegiana, Guaran&aacute; Do Amazonas, Batata Frita, Molhos, Massas, Pizzaria, Entrega Em Domicilio, Sandu&iacute;che Em Domicilio, Pizzaria Entrega, Lanchonete Em Domicilio</p>
","(84) 3206-0120, (84) , (84)","Lanchonete, Suco, Entrega em domicÃ­lio, Sucos"
238426,20702,Adriano Keluyn Dantas do Nascimento,Natal,PajuÃ§ara,RN,"<p>Cachorro quente, suco, refrigerante, entrega em domicilio,</p>
",(84) 8874-5237,"Self service, Delivery, Lanchonete, Petiscos, Restaurante, Bar, Suco, Entrega em domicÃ­lio, Sucos, Asinha, Restaurants"
214576,17201,JURACI PEREIRA DA SILVA,Parnamirim,Santos Reis,RN,"Penteado, corte, masculino e feminino, alisamento, alongamento, pinturas, reconstruÃ§Ã£o capilar, hidrataÃ§Ã£o, escova definitiva, manicure, limpeza de pele, banho de lua.

Forma de pagamento: Ã  vista",(84) 87237567,SalÃ£o de beleza
216466,19042,Sandreli Mara Amantea de Mirande,Natal,,RN,"<p>File Parmegiana&nbsp;&nbsp;<a href=""http://www.telepesquisa.com.br/admin/clientes/216466/edit"" title=""Remove"">,</a>Restaurante Camar&atilde;o&nbsp;&nbsp;<a href=""http://www.telepesquisa.com.br/admin/clientes/216466/edit"" title=""Remove"">,</a>Molho Madeira&nbsp;&nbsp;<a href=""http://www.telepesquisa.com.br/admin/clientes/216466/edit"" title=""Remove"">,</a>Lanches&nbsp;&nbsp;<a href=""http://www.telepesquisa.com.br/admin/clientes/216466/edit"" title=""Remove"">,</a>Cachorro Quente&nbsp;&nbsp;<a href=""http://www.telepesquisa.com.br/admin/clientes/216466/edit"" title=""Remove"">,</a>Sanduiches&nbsp;&nbsp;<a href=""http://www.telepesquisa.com.br/admin/clientes/216466/edit"" title=""Remove"">,</a>Pasteis&nbsp;&nbsp;<a href=""http://www.telepesquisa.com.br/admin/clientes/216466/edit"" title=""Remove"">,</a>Suco Natural&nbsp;&nbsp;<a href=""http://www.telepesquisa.com.br/admin/clientes/216466/edit"" title=""Remove"">,</a>Refrigerantes&nbsp;&nbsp;<a href=""http://www.telepesquisa.com.br/admin/clientes/216466/edit"" title=""Remove"">,</a>Cerveja&nbsp;&nbsp;<a href=""http://www.telepesquisa.com.br/admin/clientes/216466/edit"" title=""Remove"">,</a>Bebida&nbsp;&nbsp;<a href=""http://www.telepesquisa.com.br/admin/clientes/216466/edit"" title=""Remove"">,</a>Restaurante Peixe&nbsp;&nbsp;<a href=""http://www.telepesquisa.com.br/admin/clientes/216466/edit"" title=""Remove"">,</a>Restaurante Bacalhau&nbsp;&nbsp;<a href=""http://www.telepesquisa.com.br/admin/clientes/216466/edit"" title=""Remove"">,</a>Delivery&nbsp;&nbsp;<a href=""http://www.telepesquisa.com.br/admin/clientes/216466/edit"" title=""Remove"">,</a>Entrega Em Domicilio&nbsp;&nbsp;<a href=""http://www.telepesquisa.com.br/admin/clientes/216466/edit"" title=""Remove"">,</a>Sanduiche Em Domicilio&nbsp;&nbsp;<a href=""http://www.telepesquisa.com.br/admin/clientes/216466/edit"" title=""Remove"">,</a>Bebida Em Domicilio&nbsp;,</p>
",(84) 32081402,"Delivery, Bebida, Suco, Entrega em domicÃ­lio, Sucos, Bebidas"
210975,13757,SANTA FE PECAS E SERVICOS,Natal,Dix Sept Rosado,RN,"PEQUENAS PINTURAS, PINTURAS LOCALIZADAS, RECONDICIONAMENTO DE TODOS OS TIPOS DE PARACHOQUE, SOLDA, LANTERNAGEM E MECANICA , E PARTE ELETRICA AUTOMOTIVA, ATENDIMENTO EM DOMICILIO.

FORMA DE PAGAMENTO; Ã COMBINAR !!!","(84) 32133165, (84) (84)213-3165, (84) (84)9402-8468","Auto peÃ§as, Oficina, Vendas de peÃ§as"
208244,11126,CAMILA RAMOS MARTINS,Natal,Ponta Negra,RN,"*** SALAO DE BELEZA: CORTE(MASCULINO, FEMININO E INFANTIL), ESCOVA, Ã¬
HIDRATACAO, LUZES, MECHAS, QUIMICA EM GERAL, MASSAGEM(CORPORAL, Ã¬
RELAXANTE, MUSCULAR), MAQUIAGEM, MANICURE E PEDICURE.
*** TELE HAIR ATENDE EM QUALQUER LOCAL.  *** TODA QUINTA-FEIRA","(84) 36412911, (84) 084, (84) 084",SalÃ£o de beleza
239818,21659,Wanito de Oliveira,Parnamirim,Parque Industrial,RN,"petiscos  ,restaurante espetinho  ,cerveja  ,bebida  ,restaurante caldo  ,escondidinho de carne de sol  ,escondidinho de camarÃ£o  ,jogos da serie a b e c  ,restaurante com musica ao vivo  , ",(84) 8882-7640,"Bebida, Petiscos, Bebidas"
216216,18788,EDSON LEONARDO DA SILVA SANTOS,Parnamirim,Rosa dos Ventos,RN,"Carne de sol, picanha, cupim no bafo, costela no bafo, frango assado, porco assado, carneiro, buchada, guizado de boi e de carneiro, quentinha em domicÃ­lio e para empresas.

Forma de pagamento: Ã¡ vista.",(84) 36452142,Bar e restaurante
